sentence1,true_label
One of the few remaining plausible explanations for the deviation between mineral and seismic models at the base of the transition zone would be if the average mantle temperature over this depth interval is below the 1673 K adiabat.,contradiction
"While mantle adiabatic temperatures determined from erupted basalt melt compositions vary by approximately ñ150ø, (Lee et al., 2009), the estimated temperature needed for the pyrolite model to match the seismic model at the base of the transition zone is ?500 K lower than 1673 K.",contradiction
"This would place mantle temperatures far outside of the range of adiabatic temperature estimates from the surface or from temperature estimates based on the depth of the 410 km discontinuity (Frost, 2008).",contradiction
Saikia et al. (2008) noted that to associate the 520 km seismic discontinuity with the wadsleyite to ringwoodite transformation requires lower than expected average mantle temperatures.,contradiction
"This can be seen in Fig. 6, where the wadsleyite to ringwoodite transformation along a 1673 K adiabat occurs at 550 km, and only if temperatures were ?300 K lower would the transition occur at 520 km.",contradiction
Saikia et al. (2008) suggested that a possible cause of lower mantle temperatures may be the presence of subducting slabs stagnating at the base of the transition zone and flattening out to form significant lateral cold heterogeneities.,contradiction
"Some tomographic models (e.g. Ka?rason and Van der Hilst, 2000) appear to clearly indicate that such heterogeneities exist.",contradiction
"As temperatures in the center of such slabs could be easily 600 K below the average mantle, they could drag down average mantle temperatures at these depths, assuming that the lateral anomalies were large enough.",contradiction
Furthermore it is possible that a significant proportion of this material will be of near harzburgite composition.,contradiction
It can be estimated that temperatures would have to be only 200 K below the 1673 K adiabat for harzburgite mineral model velocities to match seismic reference models at the base of the transition zone.,contradiction
"If such global horizontal anomalies exist, this average reduction in temperature may be plausible and would be also consistent with the 520 km seismic discontinuity being caused by the wadsleyite to ringwoodite transformation.",contradiction
A further issue that needs to be investigated is the effect of the mineral akimotoite which is expected to form in both harzburgite and pyrolite compositions if temperatures at the base of the transition zone were several hundred degrees lower than the 1673 K adiabat.,contradiction
"The elastic properties of akimotoite are poorly explored, however in a recent experimental study the presence of akimotoite has been proposed to raise seismic velocities at the base of the transition zone (Zhou et al., 2014).",contradiction
"Fig. 3 shows determinations of the adiabatic bulk (KS0) and shear (G0) moduli for garnets along the Py?Mj join made in this and previous studies, plotted as a function of Mj content.",contradiction
The Py78Alm6Mj16 sample is also plotted in addition to two other Alm and Alm and Gr bearing samples from Murakami et al. (2008) and Irifune et al. (2008) respectively.,contradiction
There seems to be a very good agreement between the several studies suggesting that G0 decreases slightly with Mj content.,contradiction
"Furthermore, Py78Alm6Mj16 lies on the same trend, in excellent agreement with studies on the end-member Alm (Jiang et al., 2004), which has an almost identical G0 to Py.",contradiction
"The sample studied by Murakami et al. (2008) with 10% Alm plots slightly below the Py?Mj trend, on the other hand, although the difference is relatively small.",contradiction
"The Alm and Gr bearing sample of Irifune et al. (2008) plots well above the trend, this is also consistent with measurements on the pure Gr end-member (Jiang et al., 2004), which shows a significantly greater G0 (109 GPa) compared to Py.",contradiction
A little more scatter exists in the Py?Mj trend for KS0 with a number of relatively high estimates being made by ultrasonic studies at Mj contents ?40?50%.,contradiction
"Many of the Brillouin scattering studies are in good agreement, however.",contradiction
"That KS0 for Py78Alm6Mj16 is higher than Py76Mj24 is in qualitative agreement with measurements made on pure Alm, which are higher than the Py end member (Jiang et al., 2004).",contradiction
In Fig. 4 the moduli pressure derivatives KS0? and G0? are plotted as a function of Mj content.,contradiction
There is very little variation in G0? even for Alm and Gr bearing samples but KS0? covers a significant range with many ultrasonic measurements indicating relatively high values.,contradiction
As it can be seen in Fig. 2(a) there are clearly resolvable differences in the pressure derivatives between the Py76Mj24 and Py78Alm6Mj16 samples.,contradiction
The combination of absolute pressure determinations and the use of a Ne pressure medium should ensure that these derivatives are of the highest precision measured for garnet samples to date.,contradiction
The lower values of KS0? determined for the Alm bearing sample is consistent with the studies of Murakami et al. (2008) and Irifune et al. (2008).,contradiction
Using the equation of state parameters obtained for Py76Mj24 and Py76Alm8Mj16 (Table 3) sound velocities for these two compositions have been calculated at 20 GPa as a function of temperature up to 2000 K (Fig. 5 ).,contradiction
These are compared with the trend determined for a polycrystalline Py23Alm6Mj50Gr21 sample by Irifune et al. (2008) up to 1673 K and ?18 GPa.,contradiction
"Irifune et al. (2008) reported that the observed behavior was very different from that normally obtained by extrapolating linear dependences of elastic moduli with temperature, as commonly performed in literature studies (see for example Lu et al., 2013).",contradiction
"Note, however, that the thermo-elastic model for the for Py76Mj24 and Py76Alm8Mj16 samples reproduces the non-linear temperature behavior of the velocities.",contradiction
Garnet compositions are likely to vary within the upper mantle and transition zone as a result of pressure and temperature dependent changes in chemical partitioning between coexisting minerals in addition to variations in the mantle's bulk composition.,contradiction
